Breed,Weight,Chest,Neck,BootSize,Age,Activity,HarnessSize
Rottweiler,54.1,99.2,48.4,4,49.0,High,XL
Poodle,24.6,53.5,37.6,3,58.0,Low,M
Labrador,34.6,83.3,48.1,1,51.0,Low,XL
Bulldog,20.0,69.3,41.2,1,21.0,High,L
Golden Retriever,30.0,201.60000000000002,39.4,3,85.0,Medium,L
Poodle,21.5,57.2,32.9,6,40.0,High,M
Dachshund,14.4,43.5,32.9,4,25.0,Low,S
Chihuahua,3.9,30.5,19.9,2,59.0,Low,XS
Boxer,26.7,68.2,40.4,6,36.0,High,L
Poodle,24.0,58.5,33.1,2,35.0,Medium,M
Chihuahua,2.8,,20.7,1,45.0,High,XS
German Shepherd,31.5,,52.3,6,67.0,Low,L
Chihuahua,2.8,25.4,20.1,2,43.0,Medium,XS
Chihuahua,2.6,25.8,17.7,6,40.0,Low,XS
Rottweiler,38.7,92.2,59.2,2,63.0,Low,XL
Bulldog,19.3,56.7,41.1,4,45.0,Low,M
Poodle,24.5,56.7,38.6,6,112.0,Medium,M
Golden Retriever,29.3,75.9,46.5,4,117.0,Medium,L
German Shepherd,34.1,84.8,45.4,5,118.0,Low,XL
Beagle,13.7,48.4,30.7,2,,Medium,S
Boxer,29.2,68.2,40.3,1,75.0,High,L
Dachshund,14.5,44.1,29.4,5,23.0,Low,S
Beagle,59.0,42.9,38.4,2,10.0,Medium,S
Boxer,28.2,74.8,43.2,2,106.0,Medium,L
German Shepherd,39.3,71.3,48.9,5,,Medium,L
Dachshund,13.0,44.3,32.9,4,81.0,Low,S
Boxer,27.0,66.0,38.4,2,4.0,High,L
Beagle,13.2,46.8,32.8,4,26.0,High,S
Bulldog,23.2,209.39999999999998,36.5,5,80.0,Medium,L
Boxer,29.3,65.6,44.4,7,4.0,Low,L
Poodle,16.8,49.9,33.5,2,57.0,High,S
Chihuahua,3.5,31.5,16.8,5,10.0,Low,XS
German Shepherd,37.6,79.2,52.2,7,72.0,High,L
Beagle,9.4,49.5,38.6,1,16.0,Medium,S
Poodle,18.9,53.1,39.7,4,90.0,High,M
Poodle,17.0,46.6,31.4,1,2.0,Low,S
Rottweiler,42.7,75.8,59.9,6,11.0,Medium,L
Dachshund,9.6,48.8,,2,8.0,Low,S
Golden Retriever,28.4,72.1,38.5,3,,Medium,L
Boxer,29.4,64.6,44.0,4,117.0,Medium,M
Golden Retriever,32.6,79.5,43.5,1,37.0,Medium,L
Boxer,30.1,64.1,42.2,5,36.0,Medium,M
Golden Retriever,31.2,77.3,,1,21.0,Medium,L
Beagle,12.6,45.9,35.7,3,89.0,Medium,S
Poodle,17.1,53.3,38.1,1,47.0,Medium,M
Labrador,34.9,70.4,47.6,7,77.0,High,L
Dachshund,11.1,42.1,33.9,4,67.0,High,S
German Shepherd,23.4,65.1,47.0,1,23.0,Medium,L
Boxer,31.3,63.7,40.2,3,30.0,Medium,M
Poodle,24.5,53.0,35.6,7,120.0,High,M
Poodle,21.2,58.4,34.5,6,32.0,High,M
Rottweiler,36.4,82.1,58.5,6,93.0,Low,XL
German Shepherd,39.5,74.4,44.9,3,113.0,High,L
Boxer,28.5,68.2,36.4,1,89.0,Low,L
Bulldog,21.4,66.6,44.5,2,1.0,Low,L
Chihuahua,3.5,30.3,18.6,3,97.0,Low,XS
Poodle,15.1,48.9,35.8,3,30.0,High,S
Labrador,28.7,80.7,39.8,7,100.0,Medium,XL
Labrador,29.6,76.7,43.8,2,71.0,Low,L
Labrador,27.1,74.5,44.3,1,74.0,High,L
Beagle,9.6,48.6,30.4,1,118.0,Low,S
German Shepherd,22.7,72.1,48.5,7,97.0,Medium,L
Golden Retriever,33.9,66.0,39.4,2,38.0,Low,L
Chihuahua,3.3,28.3,21.6,3,118.0,Medium,XS
Chihuahua,3.5,28.7,20.2,7,93.0,Medium,XS
Chihuahua,3.5,34.8,23.5,7,108.0,High,XS
German Shepherd,25.7,77.4,44.4,1,112.0,High,L
Boxer,29.5,61.5,43.2,7,,High,M
Bulldog,24.8,57.8,37.0,7,116.0,High,M
Boxer,30.0,65.7,39.6,5,2.0,High,L
Boxer,27.4,72.4,37.9,3,34.0,High,L
Bulldog,19.0,58.9,38.9,3,86.0,Low,M
German Shepherd,35.7,78.0,47.3,5,91.0,Low,L
Labrador,28.0,66.5,38.4,7,42.0,High,L
Beagle,10.4,50.8,32.4,3,14.0,High,M
Rottweiler,55.0,79.4,46.3,6,81.0,High,L
Beagle,12.3,52.0,38.6,5,98.0,Medium,M
Boxer,25.0,74.4,40.3,7,89.0,High,L
Labrador,35.8,73.3,42.9,5,72.0,Medium,L
Beagle,12.3,51.8,34.3,5,49.0,Low,M
Beagle,10.6,44.4,32.5,4,106.0,Medium,S
Labrador,25.2,81.6,47.7,6,92.0,High,XL
German Shepherd,34.4,74.8,41.9,4,54.0,High,L
Dachshund,13.5,38.9,33.5,7,30.0,Medium,S
Boxer,27.6,74.8,37.4,1,94.0,Medium,L
Dachshund,11.3,40.3,29.3,5,94.0,High,S
Rottweiler,40.0,,45.0,3,42.0,Low,L
Rottweiler,53.7,84.1,54.8,4,51.0,Medium,XL
Chihuahua,3.6,33.1,20.0,3,5.0,High,XS
Bulldog,24.8,67.9,35.3,5,14.0,Low,L
Rottweiler,56.0,99.8,50.8,3,78.0,Medium,XL
Rottweiler,55.0,80.5,45.6,4,92.0,Low,XL
Dachshund,14.4,40.4,26.0,6,77.0,High,S
Bulldog,21.3,58.4,41.7,6,78.0,Low,M
Beagle,9.3,46.8,30.7,1,47.0,High,S
Beagle,10.0,52.8,34.6,4,110.0,High,M
Chihuahua,,,22.5,6,3.0,Low,XS
Labrador,34.5,80.5,42.0,6,38.0,Medium,XL
Golden Retriever,34.9,68.0,39.7,4,50.0,High,L
Beagle,10.4,51.0,32.1,2,88.0,Low,M
Beagle,13.5,50.8,35.5,7,51.0,High,M
Boxer,25.8,68.6,,4,111.0,Low,L
Bulldog,19.5,60.7,35.5,3,84.0,Medium,M
Rottweiler,53.8,82.5,55.7,7,117.0,Low,XL
Dachshund,7.1,39.6,28.2,7,25.0,High,S
Poodle,21.1,53.8,33.0,7,32.0,Medium,M
Beagle,11.3,54.7,37.5,1,119.0,Medium,M
Chihuahua,3.6,29.7,20.5,2,48.0,Low,XS
Beagle,9.9,52.3,31.4,1,46.0,Low,M
Boxer,29.0,72.7,36.5,2,75.0,Medium,L
Rottweiler,43.4,93.7,55.2,7,7.0,High,XL
Rottweiler,51.8,79.9,45.4,6,,Low,L
Beagle,11.3,50.7,33.9,5,82.0,High,M
Golden Retriever,27.8,70.0,40.6,5,45.0,Medium,L
Beagle,9.6,54.2,36.3,2,32.0,Medium,M
German Shepherd,24.2,65.8,50.1,5,26.0,Medium,L
Labrador,29.9,82.0,43.7,1,38.0,Medium,XL
Bulldog,21.3,67.5,43.2,6,29.0,High,L
Boxer,29.6,68.3,,6,111.0,Medium,L
Dachshund,10.8,46.8,25.4,2,80.0,Low,S
Beagle,9.8,49.8,33.6,2,74.0,High,S
Labrador,27.4,72.7,46.5,7,1.0,High,L
Golden Retriever,29.4,76.4,43.8,4,118.0,Medium,L
Boxer,31.2,73.3,40.9,2,47.0,Low,L
Golden Retriever,31.6,68.5,46.3,6,76.0,Low,L
German Shepherd,34.9,71.1,51.1,5,53.0,Low,L
Beagle,11.0,52.8,31.0,1,15.0,Medium,M
Chihuahua,2.3,30.1,20.5,4,82.0,Low,XS
Boxer,31.0,,41.6,5,115.0,Low,L
Poodle,15.0,46.7,34.5,3,19.0,High,S
Chihuahua,,28.8,18.9,3,88.0,High,XS
Bulldog,25.0,60.0,36.7,3,75.0,Low,M
Dachshund,14.7,40.5,30.9,2,60.0,Low,S
Golden Retriever,30.0,78.0,45.7,2,41.0,High,L
German Shepherd,37.7,75.5,50.5,7,52.0,Low,L
Beagle,10.1,48.3,38.1,1,32.0,Low,S
Boxer,28.8,71.0,35.7,6,76.0,Low,L
Golden Retriever,26.4,76.9,39.9,2,38.0,Low,L
Golden Retriever,30.8,67.3,38.5,7,108.0,Medium,L
Labrador,29.5,75.6,41.1,5,65.0,Medium,L
Chihuahua,3.2,32.2,23.3,7,8.0,Low,XS
Rottweiler,35.5,90.3,47.0,5,71.0,Low,XL
German Shepherd,28.8,82.6,40.7,3,39.0,Low,XL
Chihuahua,4.0,27.4,22.1,4,71.0,Medium,XS
Rottweiler,49.8,97.2,47.1,6,107.0,Medium,XL
Boxer,28.0,71.6,35.9,1,16.0,Low,L
Beagle,11.9,54.1,34.2,6,62.0,Medium,M
Poodle,23.1,46.1,32.1,5,86.0,High,S
Rottweiler,58.7,89.3,56.3,7,50.0,High,XL
Chihuahua,3.9,28.1,16.2,5,31.0,High,XS
Chihuahua,2.4,34.4,16.4,3,25.0,Low,XS
German Shepherd,35.7,82.3,52.0,6,83.0,Medium,XL
Labrador,26.9,,43.1,1,37.0,Low,XL
Labrador,34.5,80.8,49.9,2,105.0,High,XL
Rottweiler,53.0,89.6,57.4,2,8.0,Medium,XL
Beagle,13.9,42.7,39.5,2,79.0,High,S
Beagle,9.9,48.8,39.6,2,38.0,High,S
Boxer,27.7,69.1,41.1,7,32.0,High,L
German Shepherd,29.5,71.6,50.8,1,34.0,High,L
German Shepherd,31.0,81.6,43.7,4,,Low,XL
Poodle,20.5,53.9,38.8,2,67.0,Medium,M
Chihuahua,3.7,25.9,19.4,4,24.0,Low,XS
Dachshund,13.9,42.1,28.9,4,79.0,Low,S
Poodle,15.9,50.7,,7,13.0,Medium,M
Dachshund,14.2,39.2,33.9,4,115.0,Low,S
Bulldog,21.1,58.2,43.6,7,100.0,Low,M
Labrador,35.1,81.8,48.9,2,37.0,Medium,XL
Bulldog,24.9,63.5,41.5,3,6.0,Medium,M
Rottweiler,54.0,88.6,59.2,4,89.0,High,XL
Beagle,11.4,50.8,30.4,4,11.0,Medium,M
German Shepherd,23.9,81.8,48.6,2,16.0,Medium,XL
Poodle,20.9,46.6,31.6,2,99.0,Low,S
Rottweiler,41.0,75.2,46.3,4,106.0,High,L
Beagle,10.6,41.3,36.6,2,10.0,Medium,S
Chihuahua,18.5,31.5,21.9,6,81.0,Low,XS
Rottweiler,59.9,97.3,45.8,2,9.0,Medium,XL
Beagle,11.8,52.6,39.8,1,47.0,Medium,M
Bulldog,24.7,69.3,37.7,1,15.0,High,L
Chihuahua,2.0,28.7,19.0,4,63.0,High,XS
Poodle,15.3,57.0,38.1,2,15.0,High,M
German Shepherd,23.5,69.6,54.0,7,118.0,Low,L
Bulldog,23.1,69.4,43.0,2,68.0,Low,L
Golden Retriever,27.1,75.5,49.7,1,63.0,Medium,L
Golden Retriever,34.3,79.1,44.3,3,34.0,Low,L
Rottweiler,37.6,77.6,49.2,2,89.0,Medium,L
Bulldog,18.7,60.0,43.0,2,106.0,Low,M
Poodle,21.3,49.4,36.2,5,114.0,Medium,S
Chihuahua,3.1,28.0,15.7,1,31.0,Medium,XS
Boxer,25.2,67.7,41.1,2,76.0,Low,L
Dachshund,10.6,149.39999999999998,26.5,1,36.0,High,S
Golden Retriever,26.4,76.2,38.9,2,76.0,High,L
Beagle,10.0,46.5,37.0,4,40.0,High,S
Poodle,19.8,53.9,33.2,4,11.0,Medium,M
Labrador,33.6,68.5,42.8,4,114.0,Medium,L
Chihuahua,3.8,28.5,21.5,7,113.0,High,XS
Beagle,12.5,48.7,33.6,1,19.0,Low,S
Chihuahua,2.5,29.4,23.1,5,114.0,High,XS
Golden Retriever,28.6,73.7,48.1,7,84.0,Medium,L
Dachshund,9.8,43.0,33.1,3,51.0,High,S
Boxer,27.8,61.4,37.5,6,45.0,Medium,M
Chihuahua,2.5,34.7,23.3,7,94.0,High,XS
Golden Retriever,30.7,71.9,41.4,3,108.0,Medium,L
Boxer,30.6,63.4,42.2,1,119.0,Medium,M
Poodle,19.1,50.5,38.9,3,1.0,Medium,M
Rottweiler,57.0,91.6,46.9,6,17.0,Low,XL
Rottweiler,53.6,96.5,53.4,4,27.0,Low,XL
Bulldog,22.8,58.5,37.4,6,51.0,Medium,M
Dachshund,11.1,36.8,25.1,1,84.0,Low,S
Chihuahua,2.0,28.9,23.2,7,,High,XS
Labrador,31.3,72.9,46.7,6,55.0,High,L
Golden Retriever,32.4,68.7,44.0,2,58.0,Low,L
Beagle,9.8,48.5,31.4,1,93.0,Low,S
Poodle,17.2,46.1,31.0,3,94.0,High,S
German Shepherd,30.6,69.2,53.2,6,63.0,Medium,L
Golden Retriever,27.5,77.7,41.2,5,35.0,Low,L
Chihuahua,2.3,33.4,16.5,6,35.0,High,XS
Golden Retriever,29.9,66.1,49.0,5,53.0,High,L
Poodle,18.7,58.3,34.2,3,60.0,Medium,M
German Shepherd,38.9,80.2,48.5,5,50.0,Low,XL
Poodle,18.5,59.1,38.2,2,84.0,High,M
Golden Retriever,25.4,74.4,40.4,1,77.0,Medium,L
Labrador,31.6,70.4,42.9,3,43.0,High,L
Labrador,35.4,65.4,39.7,2,48.0,Medium,L
Rottweiler,44.0,84.8,52.1,2,57.0,Low,XL
Beagle,11.0,52.1,36.2,2,64.0,High,M
Boxer,26.0,68.0,41.1,7,78.0,Low,L
Dachshund,13.2,42.9,27.2,1,21.0,Low,S
Poodle,18.0,53.0,35.8,5,58.0,High,M
Chihuahua,,25.6,19.8,2,73.0,Medium,XS
Rottweiler,55.7,92.4,55.5,6,50.0,Medium,XL
Dachshund,14.6,43.3,25.1,4,107.0,Medium,S
Beagle,9.2,53.4,35.6,2,77.0,Medium,M
Beagle,10.4,40.2,31.7,5,32.0,High,S
Golden Retriever,31.7,73.4,47.6,1,112.0,High,L
Beagle,9.6,54.7,31.8,4,102.0,Medium,M
Rottweiler,35.6,81.7,55.1,5,113.0,Medium,XL
Dachshund,9.1,40.2,28.7,7,98.0,High,S
German Shepherd,32.3,78.2,45.1,1,34.0,High,L
Dachshund,14.7,,25.3,7,105.0,Low,S
Bulldog,21.8,62.6,41.2,2,102.0,High,M
Beagle,11.0,54.3,38.4,7,90.0,Low,M
Bulldog,20.8,67.9,38.8,3,54.0,Low,L
Dachshund,13.7,35.9,25.8,4,75.0,Medium,S
Poodle,18.3,55.6,34.7,7,76.0,High,M
Dachshund,9.1,39.8,28.9,5,115.0,High,S
Chihuahua,3.6,33.8,18.1,5,2.0,Medium,XS
Chihuahua,2.3,25.9,21.1,3,95.0,High,XS
Dachshund,8.8,36.5,31.6,1,53.0,Low,S
Chihuahua,3.3,32.2,16.0,5,118.0,Medium,XS
German Shepherd,27.0,80.6,49.3,2,13.0,Medium,XL
Golden Retriever,27.6,77.2,48.2,5,116.0,High,L
Bulldog,19.4,65.4,42.4,5,89.0,High,L
Rottweiler,46.0,82.8,56.3,1,,Medium,XL
Rottweiler,47.6,81.1,58.6,5,44.0,Low,XL
Boxer,30.1,66.7,43.9,1,101.0,Low,L
German Shepherd,34.8,67.2,45.0,3,76.0,High,L
Bulldog,19.9,62.8,42.5,7,64.0,Medium,M
Beagle,12.1,54.7,35.5,3,33.0,Low,M
Chihuahua,2.5,29.6,23.0,5,,Medium,XS
Dachshund,8.2,47.6,34.3,5,40.0,Medium,S
Rottweiler,53.3,97.5,54.7,3,18.0,Low,XL
Rottweiler,54.9,86.8,59.9,4,99.0,High,XL
Bulldog,19.8,61.7,37.9,2,22.0,High,M
Labrador,30.9,67.5,44.9,1,12.0,Medium,L
Bulldog,24.0,65.2,40.1,1,97.0,Low,L
Dachshund,7.7,46.4,33.2,3,8.0,High,S
Bulldog,21.4,57.0,38.5,6,72.0,High,M
German Shepherd,30.5,80.5,,4,38.0,High,XL
Golden Retriever,137.0,74.8,46.8,3,35.0,High,L
Rottweiler,50.2,88.7,45.8,4,22.0,Medium,XL
Rottweiler,56.3,76.3,56.5,7,91.0,Medium,L
Bulldog,23.7,67.4,43.2,6,101.0,High,L
Chihuahua,3.3,32.4,20.4,4,68.0,Unknown,XS
Bulldog,20.7,63.1,43.3,2,45.0,Low,M
Bulldog,20.6,55.0,35.7,4,113.0,Low,M
Bulldog,18.9,57.5,35.2,6,68.0,High,M
Poodle,20.6,57.4,34.4,3,24.0,Medium,M
Boxer,27.8,62.6,38.0,4,91.0,Low,M
German Shepherd,26.7,71.0,49.9,7,45.0,Low,L
Dachshund,7.6,45.2,28.0,7,72.0,Low,S
Boxer,31.8,61.7,41.6,5,96.0,Low,M
Chihuahua,3.3,27.7,18.5,5,89.0,High,XS
Boxer,25.8,70.6,36.7,6,71.0,Low,L
Bulldog,18.8,61.4,38.1,6,28.0,High,M
Boxer,25.8,67.4,,5,117.0,Medium,L
German Shepherd,35.3,84.4,41.5,2,59.0,Medium,XL
Boxer,27.7,61.6,41.8,3,100.0,Low,M
Boxer,27.2,71.7,41.7,6,94.0,Low,L
Labrador,32.0,72.6,42.7,7,58.0,High,L
Poodle,18.9,45.4,35.9,5,18.0,Medium,S
Dachshund,12.8,36.6,32.2,1,3.0,Medium,S
Poodle,20.4,49.0,31.6,6,33.0,Low,S
Poodle,16.9,54.3,37.2,7,119.0,Low,M
Poodle,23.5,59.3,34.9,6,28.0,High,M
Boxer,29.9,60.9,36.5,6,53.0,High,M
Golden Retriever,27.6,75.8,49.1,2,58.0,High,L
Chihuahua,2.3,31.1,16.4,3,51.0,Medium,XS
Beagle,,51.1,30.8,2,35.0,Low,M
Boxer,27.0,73.5,43.9,6,60.0,High,L
German Shepherd,30.4,66.5,47.7,5,74.0,Low,L
Bulldog,23.8,58.4,36.1,6,63.0,Low,M
Dachshund,8.7,36.2,31.8,4,104.0,Low,S
Poodle,24.2,53.0,33.4,7,2.0,Low,M
Dachshund,13.2,41.5,25.7,7,7.0,Low,S
Poodle,21.6,58.2,32.8,6,10.0,High,M
Golden Retriever,25.9,76.8,48.9,6,93.0,High,L
Rottweiler,35.9,86.3,46.1,1,101.0,Medium,XL
Chihuahua,2.8,30.0,23.9,4,74.0,High,XS
Boxer,30.9,71.0,36.1,5,107.0,Medium,L
Bulldog,20.5,58.3,37.4,4,99.0,Medium,M
Poodle,15.9,46.0,38.9,1,13.0,Low,S
Bulldog,19.4,64.9,38.6,1,4.0,High,M
Chihuahua,2.7,26.9,17.3,7,56.0,Medium,XS
Labrador,32.9,67.9,40.9,6,63.0,Low,L
Bulldog,19.6,65.8,35.7,2,34.0,Low,L
Dachshund,7.2,41.6,28.4,5,36.0,Low,S
Boxer,30.3,69.4,38.1,6,9.0,High,L
Labrador,31.7,71.1,46.3,3,30.0,Medium,L
Boxer,29.5,72.6,35.7,5,,High,L
German Shepherd,22.4,75.6,42.8,3,85.0,Medium,L
Bulldog,24.0,69.9,41.0,3,84.0,Low,L
Golden Retriever,33.1,66.0,40.1,7,114.0,Medium,L
Poodle,15.6,47.4,37.2,2,29.0,High,S
Poodle,15.9,49.0,36.0,5,48.0,High,S
Boxer,27.4,72.1,39.8,1,67.0,Medium,L
Beagle,13.2,54.1,39.7,3,14.0,Medium,M
German Shepherd,24.4,66.4,50.9,3,49.0,Medium,L
Boxer,28.8,64.8,38.4,7,71.0,Low,M
Labrador,28.9,66.4,49.0,3,9.0,High,L
Golden Retriever,32.8,76.6,40.0,1,63.0,Low,L
Labrador,28.3,68.8,45.7,2,116.0,Medium,L
Bulldog,21.1,64.5,41.6,5,80.0,Low,M
Beagle,11.9,47.9,32.4,3,103.0,Low,S
Bulldog,18.6,58.8,38.6,6,97.0,Medium,M
Golden Retriever,32.9,79.1,45.9,4,28.0,Medium,L
German Shepherd,25.3,,54.7,5,45.0,Medium,XL
Bulldog,22.9,68.9,38.2,7,,Medium,L
Dachshund,11.0,44.2,32.7,2,69.0,High,S
Bulldog,18.9,59.3,37.4,3,86.0,Medium,M
Bulldog,22.7,62.0,39.1,3,110.0,High,M
Labrador,30.1,83.1,44.7,7,103.0,Medium,XL
Beagle,13.7,47.8,32.2,4,80.0,Low,S
Boxer,29.2,66.5,44.1,3,26.0,High,L
Labrador,26.2,67.2,44.7,1,49.0,High,L
Chihuahua,2.5,30.9,20.5,4,111.0,Low,XS
Chihuahua,3.7,32.3,15.4,3,100.0,High,XS
Labrador,27.7,76.3,48.6,1,24.0,High,L
Bulldog,23.7,68.8,43.4,4,94.0,Low,L
Bulldog,18.7,64.3,44.1,1,81.0,Medium,M
Chihuahua,3.0,25.3,21.9,3,119.0,High,XS
Poodle,15.7,50.8,38.6,7,,High,M
Bulldog,22.2,66.1,43.2,7,90.0,Medium,L
Rottweiler,51.1,96.8,51.6,1,119.0,High,XL
German Shepherd,23.1,72.7,48.6,5,24.0,Medium,L
Dachshund,14.7,42.7,27.7,2,35.0,Medium,S
Labrador,26.3,78.5,42.5,1,75.0,Low,L
Bulldog,24.7,64.4,42.7,7,72.0,Medium,M
German Shepherd,28.4,68.8,45.7,7,6.0,Medium,L
Chihuahua,3.8,29.4,16.9,4,69.0,Low,XS
Boxer,31.9,61.4,36.3,3,88.0,High,M
Bulldog,18.4,62.2,38.0,4,76.0,Medium,M
Golden Retriever,30.5,72.8,43.6,5,33.0,High,L
Golden Retriever,32.7,67.9,41.4,7,117.0,Low,L
Rottweiler,49.2,,51.0,5,69.0,High,XL
Labrador,28.3,78.7,40.4,7,120.0,Low,L
Rottweiler,281.0,79.3,54.2,5,91.0,High,L
German Shepherd,31.8,82.4,42.0,6,65.0,Medium,XL
Boxer,26.6,,37.9,4,3.0,High,L
Chihuahua,3.8,29.9,18.2,4,1.0,Medium,XS
Dachshund,10.1,41.1,32.5,7,111.0,High,S
Beagle,10.8,53.5,37.7,4,22.0,Low,M
Bulldog,19.5,64.9,38.2,5,107.0,Medium,M
Boxer,32.0,65.2,43.6,4,88.0,Medium,L
Dachshund,14.2,,33.8,4,,Medium,S
Poodle,16.9,50.7,32.9,5,15.0,Low,M
Beagle,,48.0,32.5,1,56.0,High,S
Rottweiler,45.2,79.6,49.5,2,61.0,High,L
Poodle,24.4,52.4,38.4,7,4.0,High,M
Poodle,21.6,173.7,33.7,4,24.0,Medium,M
Chihuahua,2.8,26.6,20.5,1,78.0,Low,XS
Chihuahua,3.1,25.4,18.1,6,73.0,Low,XS
German Shepherd,36.2,84.6,45.8,4,69.0,High,XL
Labrador,29.6,68.4,47.9,1,116.0,High,L
Dachshund,7.6,40.7,30.8,5,48.0,Medium,S
Bulldog,20.3,59.0,36.3,6,105.0,High,M
Bulldog,19.5,70.0,35.0,1,52.0,High,L
Golden Retriever,25.9,71.5,44.2,7,110.0,High,L
Boxer,28.9,60.2,36.6,7,6.0,Low,M
Bulldog,21.0,59.6,35.2,5,112.0,High,M
Poodle,117.5,51.4,33.6,6,108.0,High,M
Boxer,30.6,72.6,42.5,5,99.0,Medium,L
German Shepherd,24.0,67.9,53.6,5,2.0,High,L
German Shepherd,30.1,81.9,50.9,4,10.0,High,XL
Poodle,21.7,52.1,39.0,5,18.0,High,M
Dachshund,10.6,49.0,26.6,5,83.0,Medium,S
Poodle,23.7,52.6,34.0,6,62.0,High,M
Rottweiler,48.6,99.5,46.3,2,71.0,Low,XL
Dachshund,13.8,46.8,28.1,6,92.0,Low,S
Labrador,28.8,82.3,38.2,1,26.0,Low,XL
Poodle,20.0,50.6,36.6,7,21.0,High,M
Chihuahua,3.5,31.0,21.5,4,55.0,Low,XS
Poodle,18.1,48.0,31.5,2,42.0,High,S
Beagle,10.1,44.4,37.9,4,20.0,Medium,S
Bulldog,,66.5,36.9,6,111.0,High,L
Golden Retriever,31.0,70.4,48.0,4,72.0,Medium,L
Dachshund,11.4,49.5,33.4,2,59.0,High,S
Labrador,25.6,72.2,47.3,3,6.0,High,L
Beagle,13.0,41.6,33.2,5,43.0,Medium,S
Labrador,26.3,65.7,41.7,4,113.0,Medium,L
Rottweiler,42.1,,51.1,3,57.0,Low,XL
Chihuahua,3.0,30.0,24.7,6,104.0,High,XS
Chihuahua,2.8,26.6,16.5,4,36.0,Medium,XS
Golden Retriever,25.4,79.1,40.1,6,56.0,High,L
Bulldog,22.9,69.7,40.6,6,53.0,Medium,L
Chihuahua,3.9,28.6,16.9,5,35.0,Low,XS
Boxer,31.7,60.0,37.1,1,120.0,Low,M
Poodle,22.6,45.9,35.8,5,91.0,Medium,S
Golden Retriever,29.0,75.3,48.5,3,43.0,Medium,L
Dachshund,7.8,43.0,25.1,2,68.0,Low,S
Bulldog,18.1,62.9,44.8,5,50.0,Medium,M
Dachshund,13.2,38.4,27.6,6,109.0,Medium,S
Chihuahua,3.0,29.9,20.3,7,9.0,Medium,XS
Labrador,32.0,84.9,46.1,2,3.0,Low,XL
Labrador,34.8,67.5,48.8,2,58.0,Medium,L
Labrador,27.5,71.0,43.4,6,14.0,Medium,L
Boxer,30.0,73.5,38.8,1,16.0,High,L
Boxer,30.3,70.9,39.4,7,17.0,High,L
Beagle,10.6,53.7,30.3,6,38.0,Medium,M
Beagle,11.6,48.0,,7,15.0,Medium,S
Poodle,24.9,51.0,,7,83.0,High,M
German Shepherd,33.5,71.9,54.6,1,54.0,High,L
Chihuahua,2.3,31.2,16.7,7,51.0,High,XS
Rottweiler,55.4,94.1,54.3,7,21.0,Medium,XL
German Shepherd,34.6,76.4,50.1,1,97.0,High,L
Beagle,10.3,46.9,31.6,7,38.0,High,S
Chihuahua,2.4,33.8,18.4,1,98.0,Medium,XS
German Shepherd,25.7,67.0,49.2,5,65.0,Low,L
German Shepherd,28.2,72.0,44.0,4,17.0,High,L
Dachshund,12.2,50.0,32.6,1,86.0,Medium,M
Labrador,30.3,66.2,49.7,6,2.0,Medium,L
Dachshund,,35.9,28.9,3,65.0,High,S
Bulldog,19.5,58.3,44.0,1,11.0,Medium,M
Golden Retriever,30.2,76.6,41.5,2,56.0,High,L
Bulldog,20.2,56.2,35.8,1,97.0,Low,M
Bulldog,19.6,66.6,37.8,1,92.0,Low,L
Labrador,29.4,81.3,42.9,1,57.0,Medium,XL
Dachshund,8.8,49.9,33.1,7,116.0,High,S
Bulldog,24.2,55.1,41.8,7,87.0,High,M
Golden Retriever,32.4,79.1,43.3,6,33.0,Low,L
Bulldog,20.7,67.9,38.6,3,54.0,Medium,L
Beagle,13.0,43.3,37.9,5,73.0,Low,S
Dachshund,13.8,49.3,28.7,4,58.0,High,S
Rottweiler,37.5,99.0,56.8,3,33.0,Medium,XL
Rottweiler,53.1,258.0,58.1,4,111.0,Low,XL
Labrador,,82.7,41.0,3,94.0,Low,XL
Poodle,16.1,50.4,39.5,2,50.0,Medium,M
Boxer,31.0,68.2,35.0,2,8.0,High,L
German Shepherd,33.8,75.5,49.3,6,71.0,High,L
Beagle,12.4,43.1,38.9,5,54.0,Medium,S
Beagle,13.9,51.6,36.6,6,1.0,Low,M
Beagle,13.7,51.1,37.1,2,110.0,High,M
Chihuahua,3.2,34.3,17.9,4,10.0,Medium,XS
Bulldog,23.0,62.9,43.9,3,111.0,High,M
Chihuahua,2.2,34.3,20.5,2,88.0,Low,XS
Chihuahua,3.9,34.1,23.7,5,115.0,High,XS
Golden Retriever,27.3,71.0,42.7,2,49.0,High,L
Boxer,30.7,66.1,39.7,7,75.0,Medium,L
Poodle,22.1,57.3,34.6,5,47.0,High,M
Labrador,29.3,70.6,41.0,6,7.0,Low,L
Beagle,10.3,47.8,34.7,6,76.0,Medium,S
Poodle,19.2,53.2,34.9,6,113.0,Low,M
Rottweiler,48.7,89.0,51.6,6,117.0,Medium,XL
German Shepherd,35.0,68.0,53.6,4,67.0,High,L
Poodle,23.7,52.9,34.0,7,72.0,Low,M
Rottweiler,46.6,78.2,58.5,7,107.0,High,L
Labrador,34.1,79.7,41.1,6,13.0,Low,L
Boxer,27.3,60.7,39.6,5,68.0,Medium,M
Golden Retriever,,74.7,38.9,7,47.0,High,L
Boxer,25.7,71.8,44.0,4,119.0,High,L
Golden Retriever,34.2,68.6,41.0,6,94.0,Medium,L
Dachshund,10.7,47.1,32.2,6,71.0,Low,S
